StartDate,EndDate,Attn1,Attn2,Efficacy1,Efficacy2,Efficacy3,Efficacy4,Efficacy5,Efficacy6,CAB1,CAB2,CAB3,CAB4,CAB5,CAB6,CAB7,CAB8,Ecoanx1,Ecoanx2,Ecoanx3,Ecoanx4,Ecoang1,Ecoang2,Ecoang3,Ecoang4,Ecodep1,Ecodep2,Ecodep3,Ecodep4,Ecohope1,Ecohope2,Ecohope3,Ecohope4,Affective1,Affective2,Affective3,Affective4,Ruminat1,Ruminat2,Ruminat3,Behav1,Behav2,Behav3,Persim1,Persim2,Persim3,Injustice2,Injustice3,Injustice4,Worry1,Worry2,Worry3,Worry4,Worry5,Age,GenderNum,GenderText,FinStress1,FinStress2,FinStress3,FinStress4,FinStress5,FinStress6,FinStress7,FAILED_ATTN1,FAILED_ATTN2,FAILED_ATTN,FINSTRESS_TOTAL,FINSTRESS_BINARY,GENDER_BINARY,EFFICACY_MEAN,CAB_MEAN,ECOANX_MEAN,ECOANG_MEAN,ECODEP_MEAN,ECOHOPE_MEAN,WORRY_MEAN,Mean_GenInJust,AFFECTIVE_MEAN,RUMINAT_MEAN,BEHAV_MEAN,PERSIM_MEAN
13885504265,13885504827,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,5,1,8,69,19,34,59,56,97,97,90,94,36,79,69,79,33,34,36,43,21,23,18,31,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Strongly disagree,Strongly disagree,3,3,3,4,3,52,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Agree,31.375,94.5,65.75,36.5,23.25,3.2,2,0.75,0.3333333333333333,0.3333333333333333,Not at all
13885504385,13885505021,Strongly disagree,Nearly every day,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,0,0,75,85,85,30,30,100,27,54,28,65,73,18,20,10,0,0,40,37,15,29,11,42,Several of the days,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,2,2,3,2,3,31,Woman,-99,Yes,No,No,Yes,No,Yes,No,Pass,Pass,0,3,Some financial stress,Woman,5.833333333333333,50.625,43.5,30.25,19.25,24.25,2.4,6,0.75,Not at all,0.3333333333333333,Several of the days
13885504695,13885505372,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Agree,Agree,Neither agree nor disagree,Agree,0,0,0,50,21,11,0,34,56,74,36,66,65,69,19,38,78,5,39,50,0,0,10,39,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Not at all,Several of the days,Over half the days,Several of the days,Agree,Strongly agree,Agree,Very typical of me,Very typical of me,3,Very typical of me,Very typical of me,21,Woman,-99,No,No,No,Yes,No,Yes,No,Pass,Pass,0,2,Some financial stress,Woman,5.333333333333333,14.5,58,47.75,43,12.25,4.6,6.333333333333333,Not at all,0.6666666666666666,0.3333333333333333,1.3333333333333333
13885500582,13885501421,Strongly disagree,Nearly every day,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1,1,1,100,71,78,1,24,1,50,1,1,50,51,13,1,4,1,1,1,50,50,30,21,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Not at all,Somewhat agree,Somewhat agree,Somewhat agree,2,Not at all typical of me,2,2,Not at all typical of me,23,Man,-99,Yes,Yes,Yes,Yes,No,Yes,No,Pass,Pass,0,5,Some financial stress,Man,Strongly agree,34.625,13.25,28.75,1.75,37.75,1.6,5,Not at all,Not at all,Not at all,0.6666666666666666
13885504916,13885505364,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,37,0,14,0,15,68,86,69,72,74,58,74,63,79,79,70,71,10,10,12,57,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Strongly disagree,Neither agree nor disagree,4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,35,Man,-99,No,No,Yes,Yes,No,No,No,Pass,Pass,0,2,Some financial stress,Man,4.333333333333333,8.25,73.75,67.25,74.75,22.25,4.8,3.6666666666666665,Not at all,Not at all,Not at all,Not at all
13885504900,13885505546,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,0,0,70,50,35,55,80,85,60,90,70,95,100,90,70,70,60,10,20,50,10,10,5,5,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Agree,3,3,4,4,4,38,Woman,-99,Yes,No,No,No,No,No,No,Pass,Pass,0,1,Some financial stress,Woman,4.333333333333333,46.875,78.75,82.5,35,7.5,3.6,6.666666666666667,Not at all,0.3333333333333333,Not at all,Several of the days
13885504892,13885505200,Strongly disagree,Nearly every day,Slightly agree,Disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,0,0,10,74,58,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,19,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Neither agree nor disagree,23.625,0,0,0,0,1,1,Not at all,Not at all,Not at all,Not at all
13885504957,13885505630,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,0,0,50,80,60,70,70,66,20,70,20,20,70,50,50,50,35,10,10,50,25,25,25,50,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Over half the days,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,3,2,3,2,3,24,Woman,-99,Yes,No,Yes,No,No,No,No,Pass,Pass,0,2,Some financial stress,Woman,4.833333333333333,49.5,32.5,55,26.25,31.25,2.6,7,Not at all,Not at all,0.6666666666666666,Not at all
13885504286,13885505401,Strongly disagree,Nearly every day,Strongly agree,Agree,Agree,Agree,Agree,Slightly disagree,0,0,0,30,15,0,15,5,10,10,10,5,10,10,10,10,10,0,0,10,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,32,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.666666666666667,8.125,8.75,10,5,0,1,6,Not at all,0.6666666666666666,Not at all,Not at all
13885503441,13885503921,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Agree,Agree,Agree,Slightly agree,60,0,41,80,60,49,64,50,71,71,70,87,71,53,52,52,63,40,54,54,71,60,60,59,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,21,Woman,-99,No,No,Yes,Yes,No,Yes,No,Pass,Pass,0,3,Some financial stress,Woman,5.5,50.5,74.75,57,52.75,62.5,5,7,Several of the days,Several of the days,Not at all,Several of the days
13885503368,13885503940,Strongly disagree,Nearly every day,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,48,Woman,-99,No,No,No,Yes,No,No,No,Pass,Pass,0,1,Some financial stress,Woman,4.166666666666667,0.5,0,0.75,0,0,5,4,Not at all,Not at all,Not at all,Not at all
13885503536,13885503966,Strongly disagree,Nearly every day,Agree,Agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,25,0,0,85,20,0,31,80,100,100,100,100,100,100,100,100,73,68,100,100,65,64,53,65,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Not at all,Not at all,Not at all,Several of the days,Not at all,Several of the days,Somewhat agree,Agree,Agree,4,Very typical of me,Very typical of me,4,4,19,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Agree,30.125,100,100,85.25,61.75,4.4,5.666666666666667,0.75,0.6666666666666666,Not at all,0.6666666666666666
13885415197,13885415707,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,0,0,50,60,20,50,75,40,20,50,20,20,40,0,20,0,0,0,0,0,50,50,30,40,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Strongly agree,Agree,Strongly agree,Not at all typical of me,2,2,Not at all typical of me,2,33,Man,-99,No,No,Yes,No,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Man,Neither agree nor disagree,36.875,27.5,15,0,42.5,1.6,6.666666666666667,Not at all,Not at all,Not at all,Several of the days
13885505273,13885505810,Strongly disagree,Nearly every day,Agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,0,0,25,75,10,0,90,0,60,95,60,85,85,75,70,75,65,30,75,75,10,5,2,55,Several of the days,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Over half the days,Agree,Somewhat agree,Somewhat agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,38,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,4.833333333333333,25,75,76.25,61.25,18,5,5.333333333333333,0.5,Not at all,Several of the days,1.3333333333333333
13885502184,13885502813,Strongly disagree,Nearly every day,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,0,0,93,80,48,71,72,62,72,96,74,42,97,78,95,80,54,34,91,82,50,36,60,80,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Over half the days,Over half the days,Several of the days,Somewhat agree,Agree,Strongly agree,4,Very typical of me,3,3,4,28,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,6.333333333333333,53.25,71,87.5,65.25,56.5,3.8,6,0.25,Several of the days,Not at all,1.6666666666666667
13885504435,13885504868,Strongly disagree,Nearly every day,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,21,0,0,5,20,20,23,2,65,67,73,73,66,63,67,55,78,60,62,67,5,5,8,0,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,31,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,3.6666666666666665,11.375,69.5,62.75,66.75,4.5,5,7,Not at all,0.3333333333333333,Not at all,0.3333333333333333
13885501984,13885502895,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,100,100,80,0,0,80,100,100,100,100,100,100,100,100,100,50,100,100,0,0,0,50,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Several of the days,Over half the days,Several of the days,Several of the days,Several of the days,Over half the days,Over half the days,Over half the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,37,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Agree,45,100,100,87.5,12.5,5,7,Over half the days,1.6666666666666667,Several of the days,Over half the days
13885504258,13885504509,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,0,0,0,34,0,0,0,29,31,73,32,97,88,68,67,68,88,15,72,73,2,6,3,32,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,4,Very typical of me,38,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.166666666666667,7.875,58.25,72.75,62,10.75,4.8,6.666666666666667,Not at all,Not at all,Not at all,Not at all
13885504626,13885505072,Strongly disagree,Nearly every day,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,0,0,25,55,40,5,11,37,95,88,79,85,70,55,67,60,95,75,65,68,35,27,19,23,Several of the days,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Over half the days,Strongly agree,Agree,Agree,4,Very typical of me,Very typical of me,Very typical of me,4,27,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.5,21.625,86.75,63,75.75,26,4.6,6.333333333333333,0.5,0.6666666666666666,Not at all,1.3333333333333333
13885505293,13885505789,Strongly disagree,Nearly every day,Agree,Slightly agree,Strongly agree,Strongly agree,Agree,Agree,0,0,0,55,58,1,15,18,51,62,62,52,77,23,22,27,33,10,42,55,43,45,41,41,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Somewhat agree,Somewhat agree,Somewhat agree,4,Very typical of me,4,Very typical of me,Very typical of me,21,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,6.166666666666667,18.375,56.75,37.25,35,42.5,4.6,5,Several of the days,Not at all,0.3333333333333333,Not at all
13885504427,13885506060,Strongly disagree,Nearly every day,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,40,0,40,50,30,41,21,42,79,87,72,53,75,50,53,59,69,51,81,75,39,40,83,64,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,Very typical of me,Very typical of me,4,3,Very typical of me,20,Woman,-99,Yes,Yes,No,Yes,No,Yes,Yes,Pass,Pass,0,5,Some financial stress,Woman,6.333333333333333,33,72.75,59.25,69,56.5,4.4,6,0.75,Several of the days,Several of the days,Several of the days
13885504149,13885504979,Strongly disagree,Nearly every day,Agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Agree,5,6,55,64,84,93,10,85,13,17,15,44,18,11,28,9,0,0,0,0,29,28,29,15,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Somewhat agree,Somewhat agree,Somewhat agree,3,4,4,3,3,24,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.666666666666667,50.25,22.25,16.5,0,25.25,3.4,5,Not at all,Not at all,Not at all,0.3333333333333333
13885505117,13885506032,Strongly disagree,Nearly every day,Slightly agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,10,0,0,30,0,20,20,20,19,50,11,65,8,7,0,0,0,14,11,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,28,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,3.1666666666666665,5,19.75,33.5,1.75,6.25,5,4,Not at all,Not at all,Not at all,Not at all
13885504746,13885505125,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,51,30,0,0,0,50,0,50,0,24,41,53,15,17,0,0,44,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Strongly agree,Agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,53,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Agree,16.375,18.5,31.5,11,0,1,6.333333333333333,Not at all,Not at all,Not at all,Not at all
13885504548,13885505444,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,0,0,0,30,25,54,51,52,32,32,34,17,26,0,13,3,0,0,12,13,17,22,0,1,Several of the days,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,2,2,Not at all typical of me,Not at all typical of me,Not at all typical of me,48,Man,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Man,5.166666666666667,26.5,28.75,10.5,6.25,10,1.4,6,0.75,Several of the days,Not at all,Several of the days
13885504861,13885505209,Strongly disagree,Nearly every day,Agree,Agree,Agree,Strongly agree,Agree,Slightly agree,0,0,10,22,2,13,0,0,26,42,0,18,13,12,0,0,22,0,16,14,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Somewhat agree,Somewhat agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,33,Woman,-99,No,No,Yes,No,No,No,No,Pass,Pass,0,1,Some financial stress,Woman,Agree,5.875,21.5,6.25,13,0,5,5,Not at all,Not at all,Not at all,Not at all
13885501563,13885502350,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,0,0,0,10,0,0,0,10,40,60,40,30,70,40,40,40,20,5,30,20,70,50,50,40,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Somewhat agree,Agree,Agree,3,3,4,4,3,35,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,5.666666666666667,2.5,42.5,47.5,18.75,52.5,3.4,5.666666666666667,Not at all,Not at all,Not at all,Several of the days
13885503820,13885504209,Strongly disagree,Nearly every day,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,0,0,0,0,28,0,0,0,0,0,0,0,26,0,27,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Disagree,Disagree,Disagree,4,4,Very typical of me,Very typical of me,4,46,Man,-99,No,No,Yes,Yes,No,Yes,Yes,Pass,Pass,0,4,Some financial stress,Man,2.3333333333333335,3.5,0,13.25,0,0,4.4,2,Not at all,Not at all,Not at all,Not at all
13885414997,13885415390,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,0,14,0,100,81,82,69,0,79,79,79,79,80,80,79,79,79,79,80,81,0,0,0,50,Not at all,Not at all,Several of the days,Several of the days,Not at all,Several of the days,Not at all,Not at all,Several of the days,Several of the days,Over half the days,Several of the days,Several of the days,Agree,Agree,Agree,3,2,2,3,2,30,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,4.666666666666667,43.25,79,79.5,79.75,12.5,2.4,6,0.5,0.3333333333333333,0.6666666666666666,1.3333333333333333
13885504958,13885505421,Strongly disagree,Nearly every day,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Disagree,Disagree,Disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,63,Woman,-99,No,No,Yes,No,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Woman,2.8333333333333335,3.75,0,0,0,0,1,2,Not at all,Not at all,Not at all,Not at all
13885500398,13885500846,Strongly disagree,Nearly every day,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree,30,1,0,50,0,0,29,0,61,61,64,40,91,90,91,91,21,21,24,96,5,8,6,9,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Agree,Somewhat agree,3,4,4,4,4,31,Woman,-99,No,No,Yes,No,No,No,No,Pass,Pass,0,1,Some financial stress,Woman,5.166666666666667,13.75,56.5,90.75,40.5,7,3.8,5.333333333333333,Not at all,Not at all,Not at all,Not at all
13885504475,13885505042,Strongly disagree,Nearly every day,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,0,0,30,40,0,0,35,10,0,70,0,50,0,0,0,0,15,15,0,0,50,40,40,40,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Not at all,Strongly agree,Somewhat agree,Somewhat agree,3,2,Very typical of me,Very typical of me,Very typical of me,40,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,6.833333333333333,14.375,30,0,7.5,42.5,4,5.666666666666667,Not at all,Not at all,Not at all,0.6666666666666666
13885503249,13885503708,Strongly disagree,Nearly every day,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,39,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Strongly disagree,0,0,25,0,0,1,1,Not at all,Not at all,Not at all,Not at all
13885416774,13885417690,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,0,17,61,84,58,62,48,0,23,61,21,21,76,79,80,80,44,21,82,62,13,14,17,11,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,2,2,2,Not at all typical of me,4,33,Man,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pass,Pass,0,7,Some financial stress,Man,3.5,41.25,31.5,78.75,52.25,13.75,2.2,7,0.25,Not at all,0.3333333333333333,Not at all
13885501412,13885501665,Strongly disagree,Nearly every day,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,96,48,0,0,0,0,11,23,11,10,53,47,49,51,9,8,8,42,37,32,8,47,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,27,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,3.5,18,13.75,50,16.75,31,1,7,Not at all,Not at all,Not at all,Not at all
13885503109,13885503694,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,2,2,2,2,69,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.5,0.25,0,0,0,0,2.2,4,Not at all,Not at all,Not at all,Not at all
13885502137,13885502489,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,0,1,11,34,2,2,0,1,55,44,43,34,6,33,24,20,46,20,21,24,48,39,30,17,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Over half the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3,3,3,2,2,30,Woman,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Woman,3.3333333333333335,6.375,44,20.75,27.75,33.5,2.6,4.333333333333333,Several of the days,0.3333333333333333,1.3333333333333333,Not at all
13885504265,13885505539,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,0,0,61,56,38,50,73,30,80,78,45,52,43,53,34,46,35,13,15,35,9,9,10,25,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Over half the days,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,3,4,4,4,4,37,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,5.333333333333333,38.5,63.75,44,24.5,13.25,3.8,6,Several of the days,1.3333333333333333,Not at all,Several of the days
13885504865,13885505177,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Slightly agree,71,52,34,79,75,46,100,21,100,100,98,70,97,100,52,51,23,34,97,85,9,19,13,88,Several of the days,Over half the days,Nearly every day,Several of the days,Several of the days,Several of the days,Nearly every day,Not at all,Over half the days,Several of the days,Several of the days,Over half the days,Several of the days,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,27,Woman,-99,Yes,Yes,Yes,Yes,No,Yes,Yes,Pass,Pass,0,6,Some financial stress,Woman,5.833333333333333,59.75,92,75,59.75,32.25,5,5,1.75,1.6666666666666667,Several of the days,1.3333333333333333
13885502692,13885503247,Strongly disagree,Nearly every day,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Agree,0,0,0,13,0,0,0,0,10,25,10,40,55,40,55,40,60,0,66,20,67,51,30,21,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,55,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,3.1666666666666665,1.625,21.25,47.5,36.5,42.25,1,4,Not at all,Not at all,Not at all,Not at all
